ID,Time,IPC∑÷¿‡
PAT421,2021,"G03F7/11, C07F7/18, C08G77/04, C09D183/04, H01L21/027"
PAT422,2020,"G03F7/20, G03F7/00"
PAT423,2023,"G03F7/00, G02B7/182, H05G2/00"
PAT424,2019,G03F7/00
PAT425,2023,"G03F7/00, G03F1/24, H05G2/00"
PAT426,2022,G03F7/00
PAT427,2021,"H01L21/768, G03F1/22, G03F7/095, G03F7/20, H01L21/027"
PAT428,2023,"H01L23/522, H10B41/35, H10D1/00, H10D1/68"
PAT429,2018,"H01L21/3065, H01L21/311, H01L21/3213, H01L21/027, H01L21/02, H01L21/67, G03F7/20, G03F1/80"
PAT430,2020,"G01N29/06, G01N29/34, G01N29/24, G01Q10/04, G01Q70/10, G01Q60/32, G03F7/20, G03F9/00"
PAT431,2020,"G03F7/20, G02B26/08"
PAT432,2021,G03F9/00
PAT433,2020,"G03F7/20, G02B7/00"
PAT434,2020,"G03F1/84, G01N21/956, G03F7/20"
PAT435,2020,G03F9/00
PAT436,2021,"G03F9/00, G03F7/20"
PAT437,2021,"G03F9/00, G03F7/20"
PAT438,2022,"G03F7/004, C08F220/22, G03F1/22, G03F7/039, G03F7/20"
PAT439,2020,"C23C16/26, C23C16/455, G03F1/22, G03F1/62, G03F1/64"
PAT440,2021,"H01L21/3065, H01L21/308"
PAT441,2018,"B32B9/00, B32B15/00, G03F1/24, G03F1/62, G03F7/20, H01L21/027"
PAT442,2018,"G03F7/20, G02B7/182, G02B7/02"
PAT443,2020,"G03F7/20, G02B26/08"
PAT444,2020,G03F7/20
PAT445,2022,"G03F7/11, C08K5/06, C08K5/101, C08L101/00, G03F7/039, G03F7/20"
PAT446,2022,"C07C381/12, C07C69/92, C07C311/51, C07D305/08, C07D327/08, C07D333/76, G03F7/004, G03F7/038, G03F7/039, G03F7/20"
PAT447,2020,"G03F7/20, G02F1/13"
PAT448,2022,"G03F7/20, H01L21/027"
PAT449,2022,G03F1/62
PAT450,2022,"G03F7/00, H01J37/317, H01L21/027"
PAT451,2023,G03F7/00
PAT452,2022,G03F9/00
PAT453,2022,"G03F9/00, G03F7/00"
PAT454,2023,"G03F7/00, G02B26/08, G02B27/28, G03F9/00"
PAT455,2021,"G03F9/00, G03F7/00"
PAT456,2020,"G03F7/20, H01L21/683"
PAT457,2020,G03F1/24
PAT458,2022,"G03F9/00, G03F7/20, H01L21/68, H01L21/027, H01L23/544"
PAT459,2020,G03F7/20
PAT460,2021,"G03F9/00, G01B11/00"
PAT461,2018,"H01L21/027, G03F7/20, G03F7/26"
PAT462,2020,"H01L21/027, G03F1/00, G03F1/24, G03F1/52, G03F7/20, H01L21/31"
PAT463,2020,"G03F1/74, C23C16/30, G03F1/24, G03F7/20"
PAT464,2020,G03F7/20
PAT465,2020,"G03F1/62, G03F7/20"
PAT466,2019,"G03F7/004, C07F7/22"
PAT467,2020,G03F7/20
PAT468,2023,"G03F1/62, B82Y20/00, B82Y40/00, C01B32/168"
PAT469,2023,"G03F9/00, G01B11/00"
PAT470,2020,"G03F7/039, C08F220/20, C09K3/00, G03F7/20"
PAT471,2021,"B05C5/02, B05B7/00, B41J2/16, G03F7/00, H10K50/11, H10K71/10, H10K71/18, H10K101/30, H10K101/40"
PAT472,2021,"G03F7/20, G03F1/24"
PAT473,2022,G03F1/62
PAT474,2021,"G03F7/00, G02B5/08"
PAT475,2020,G03F7/00
PAT476,2022,"G03F7/20, G03F7/00, H01L21/687"
PAT477,2022,"G03F7/00, G01J5/59, G02B27/28"
PAT478,2022,"G03F7/00, G01J5/08"
PAT479,2021,"H01J37/317, G03F7/00, G06F30/392, G06F30/394, G06F115/02, G06F119/18, H01L21/027, H01L21/768, H01L23/00"
PAT480,2022,"H01L21/033, H01L21/66"
PAT481,2021,"G03F7/20, H01L21/18, H01L21/66, H01L23/00"
PAT482,2021,"H01J37/147, G03F1/22, H01J37/04"
PAT483,2022,"H10D30/01, H01L21/22, H01L21/302"
PAT484,2023,G03F9/00
PAT485,2023,"C08F212/08, C08F212/14, C08F232/08, G03F1/20, G03F1/24, G03F7/004, G03F7/039, G03F7/20, G03F7/32, H01L21/027"
PAT486,2022,"G03F1/24, H01L21/027"
PAT487,2020,"G01B11/00, G01B11/06, G03F7/20"
PAT488,2022,"G03F1/24, G03F1/26"
PAT489,2019,"G02B7/182, G02B26/08, G03F7/20"
PAT490,2019,"G03F7/20, H01L21/027, H01L21/3065, H01L21/67"
PAT491,2023,"G03F7/004, G03F7/09, G03F7/11, H01L21/027, H01L21/033, H01L21/311, H01L21/3213"
PAT492,2018,"G03F1/24, G03F1/52, G03F1/54, G03F1/58"
PAT493,2021,"G03F7/20, G03F9/00"
PAT494,2020,"G02B7/18, G03F7/20"
PAT495,2020,G03F7/00
PAT496,2022,"G03F7/20, G02F1/01, G02F1/15, G02F1/1506, G02F1/1524"
PAT497,2021,"G03F7/00, G03F7/20"
PAT498,2021,"H01L21/3105, H01L21/28"
PAT499,2022,"G03F9/00, G03F1/22, G03F1/42, G03F1/44, G03F7/20"
PAT500,2022,H01L21/768
PAT501,2022,"G03F1/36, G03F1/38, H10B41/35, H10B41/41"
PAT502,2023,"G03F1/24, G03F1/32, G03F1/48"
PAT503,2021,"G03F7/004, G03F7/038, G03F7/039"
PAT504,2022,"G03F7/004, G03F7/20, G03F7/32"
PAT505,2022,"G03F7/20, G02B7/18, G02B7/182, G02B26/08, G03F7/00, H10N30/20, H10N30/50, H10N30/88"
PAT506,2021,"G03F7/20, G02B26/10, G03F1/80, G03F7/00"
PAT507,2020,H01L21/687
PAT508,2021,"H01L23/367, H01L21/48, H01L21/56, H01L23/31"
PAT509,2023,"G03F7/20, H05G2/00"
PAT510,2021,"H01L21/027, B29C59/02, G03F7/20, H01L21/683"
PAT511,2023,"H01L21/683, G03F7/20"
PAT512,2020,"H01L21/66, G03F9/00"
PAT513,2023,"G03F1/24, G03F1/48, G03F1/80"
PAT514,2015,"G02B1/10, G02B1/14, G02B5/08, G02B5/10, G03F7/20"
PAT515,2020,"G03F7/20, G02B7/195"
PAT516,2012,"H01S3/23, G02F1/03, G03F7/20, H01S3/00, H01S3/10, H01S3/107, H01S5/40, H05G2/00"
PAT517,2020,"B41C1/10, C08F220/14, C08F265/06, C08F285/00, C08L51/00, C09D4/06, G03F7/027, G03F7/033, G03F7/09"
PAT518,2019,"H01L21/3065, G03F1/80, G03F7/20, H01L21/027, H01L21/311, H01L21/66"
PAT519,2021,"H01L21/027, G03F7/36"
PAT520,2021,"H10D84/03, H01L21/311, H01L21/768"
PAT521,2021,"G03F7/00, B33Y70/00, B33Y80/00, G03F7/20"
PAT522,2020,"H01L21/56, H01L25/065, H01L25/18"
PAT523,2022,"H01L21/66, G01N21/25"
PAT524,2022,"G03F1/22, G03F7/20"
PAT525,2020,"H01L21/027, H01L21/67"
PAT526,2020,H01L21/02
PAT527,2020,"G03F7/20, G03F9/00"
PAT528,2020,G03F7/20
PAT529,2020,G03F9/00
PAT530,2017,"G03F1/62, C01B32/16, C01B32/168, G03F7/20"
PAT531,2022,"G03F7/00, G02B19/00, G03B21/20, G03B21/28"
PAT532,2022,"G03F1/36, G06F30/398"
PAT533,2022,"G03F7/004, C07C381/12, C07F5/02, G03F7/038, G03F7/039"
PAT534,2021,"G03F7/09, H01L21/027"
PAT535,2022,G03F7/00
PAT536,2021,G03F7/00
PAT537,2022,"G03F7/00, G03F1/36, G06F30/30, G06F30/398"
PAT538,2020,G03F7/00
PAT539,2021,"G03F7/00, G01B9/02001"
PAT540,2022,"G03F7/00, G01N33/00"
PAT541,2021,"G06N20/20, G03F7/00, G06F17/18, G06N20/00"
PAT542,2021,"G06T7/00, G03F1/70, G06N20/00, G06T7/73"
PAT543,2019,"G03F7/20, G03F9/00"
PAT544,2020,"G03F9/00, H01L21/027"
PAT545,2021,"H01L21/66, H01L21/60, G06N20/00"
PAT546,2020,G03F9/00
PAT547,2021,"G03F7/20, H05B47/20"
PAT548,2021,"G03F7/11, H01L21/027, H01L21/302"
PAT549,2019,"H01L21/027, G03F7/20, H01L21/02, H01L21/311, H01L21/66, H01L21/76"
PAT550,2022,"G06F1/20, H01L23/36, H05K7/20"
PAT551,2019,"G03F1/74, B81C1/00, C23C14/28, G03F1/80, G21K1/00, H01J37/26, H01J37/30"
PAT552,2020,"G03F1/62, G03F1/22, G03F7/00"
PAT553,2021,"H01L21/31, C23C16/44"
PAT554,2016,"G03F7/20, G01B9/02, G01B9/02015, G01B9/02018"
PAT555,2021,G03F7/20
PAT556,2021,"G03F7/004, G03F7/038, G03F7/20, C07C217/18"
PAT557,2021,"G03F1/72, G01N21/41, G01N21/59"
PAT558,2019,"H01L21/027, G03F7/20"
PAT559,2020,"G02B7/18, G03F7/20"
PAT560,2020,"G02B7/18, G03F7/20"
PAT561,2021,"G03F7/20, G03F9/00"
PAT562,2019,"B05D1/26, B05D1/28, B05D3/00, B05D3/06, B05D7/00, H01L21/027"
PAT563,2022,"G03F9/00, G03F7/20"
PAT564,2016,"G03F7/20, H01L21/67, H01L21/683"
PAT565,2019,"G03F7/00, G03F7/20, H01L21/027"
PAT566,2019,H05G2/00
PAT567,2020,"H01L21/027, H01L21/66, G03F1/44"
PAT568,2020,G03F7/20
PAT569,2021,"B41C1/10, G03F7/11, G03F7/027, G03F7/031, G03F7/09, G03F7/30, G03F7/38"
PAT570,2021,"G03F7/20, G01N21/88, G01N21/956"
PAT571,2022,"G03F1/48, G03F1/22, G03F1/54, G03F1/76, G03F7/038, G03F7/039"
PAT572,2016,"G03F1/62, G03F1/38, G03F7/00"
PAT573,2022,G03F7/00
PAT574,2022,G03F7/00
PAT575,2021,"G06F30/392, G03F7/00, G06F30/398, G06F119/18"
PAT576,2021,"H01L21/027, G03F1/22, G03F7/00"
PAT577,2022,"H01L21/225, H01L21/027, H01L21/265, H01L21/266, H10D30/01, H10D84/01, H10D84/03"
PAT578,2022,"H05G2/00, G03F7/00"
PAT579,2019,"G06F30/398, G03F7/00, H10D89/10"
PAT580,2021,"H01L21/67, G03F7/004, G03F7/11, G03F7/16, G03F7/36, G03F7/38"
PAT581,2023,"H05G2/00, G03F7/20"
PAT582,2020,"G03F7/20, H01L21/683"
PAT583,2020,"G03F9/00, G03F7/20"
PAT584,2021,"G03F1/70, G06F17/16"
PAT585,2021,"G03F1/76, G02B27/18, G03F1/82, G03F7/20"
PAT586,2023,"G06F30/00, G03F1/36, G03F1/72, G03F1/86, G06F17/14"
PAT587,2020,"G03F7/00, H01J37/32, H01L21/02"
PAT588,2020,G03F9/00
PAT589,2020,"G03F7/00, B82Y40/00, G03F7/16"
PAT590,2023,"H01L23/367, H01L23/00, H01L23/373, H01L23/473"
PAT591,2020,"G03F9/00, H01L21/027"
PAT592,2012,"H01S3/23, G02F1/03, G03F7/20, H01S3/00, H01S3/10, H01S3/107, H01S5/40, H05G2/00"
PAT593,2020,"B41C1/10, C08F220/14, C08F265/06, C08F285/00, C08L51/00, C09D4/06, G03F7/027, G03F7/033, G03F7/09"
PAT594,2020,"B41C1/10, C08F220/14, C08F265/06, C08F285/00, C08L51/00, C09D4/06, G03F7/027, G03F7/033, G03F7/09"
PAT595,2022,"G03F1/62, G03F1/22"
PAT596,2019,"G03F1/24, G03F1/52, G03F7/09, H01L21/02, H01L21/033"
PAT597,2019,"H01L23/522, H01L21/027, H01L23/13, H01L23/31, H01L23/485, H01L23/498, H01L23/525"
PAT598,2018,"G03F7/20, H01L21/687"
PAT599,2019,G03F7/20
PAT600,2022,"G03F1/82, B08B6/00, B08B7/02"
PAT601,2020,"G03F7/11, G03F7/075, G03F7/16, G03F7/20, H01L21/02, H01L21/027, H01L29/10, H01L29/66, H01L29/78"
PAT602,2023,"G03F7/20, G03F7/00, H01L21/027"
PAT603,2022,G03F7/00
PAT604,2021,"G03F7/00, H01L21/66, H01L23/544"
PAT605,2023,G03F7/00
PAT606,2021,"G03F7/20, G02B27/00, G03F7/00"
PAT607,2020,"G03F9/00, G01B9/02097"
PAT608,2021,"H05G2/00, B05B1/02, G03F7/00"
PAT609,2016,H05G2/00
PAT610,2020,"G03F7/20, G01B11/02"
PAT611,2021,"G01N1/28, G01N15/08, G01M10/00, G03F7/00"
PAT612,2022,"G03F7/20, G03F1/42"
PAT613,2021,"H01L21/31, C23C16/44, H01L21/3065"
PAT614,2022,"G03F7/004, G03F7/038, G03F7/20, G03F7/32"
PAT615,2020,"G03F7/20, G03F1/22, G21K5/00, H05H1/24"
PAT616,2020,"G03F7/20, G02B26/12"
PAT617,2021,"G03F7/20, G01B11/00, G03F1/68"
PAT618,2022,"H01L21/677, G03F1/22, H01L21/67"
PAT619,2016,"G02B7/18, G02B17/06, G02B19/00, G03F7/00"
PAT620,2016,"G02B7/18, G02B17/06, G02B19/00, G03F7/00"
PAT621,2019,"G03F1/24, G03F1/32, G03F7/20, H01L21/027"
PAT622,2020,"G03F7/20, G03F7/004, G03F7/023, G03F7/039, G03F7/095, H01L21/027"
PAT623,2018,"H01L27/02, G06F30/39, G06F30/398, H01L21/8238, H01L23/522, H01L23/528, H01L27/118, G06F119/18, H01L23/532, H01L27/092, H03K19/0948, H03K19/20, H03K19/21"
PAT624,2020,G03F1/24
PAT625,2020,"H05G2/00, G21K1/10, G03F7/20"
PAT626,2021,"H02P6/00, H02K11/215, G03F7/20"
PAT627,2020,"G02B5/08, G02B1/14, G03F7/00"
PAT628,2020,"G03F7/00, G02B5/18, G03F7/075, G03F7/40"
PAT629,2021,G03F1/62
PAT630,2021,"F16K31/00, G03F7/00, F16K37/00, H01L21/67"
PAT631,2021,"G03F7/00, B82Y20/00, G03F7/20, G03F7/32, G03F7/40"
PAT632,2021,"G03F7/00, G03F7/20, G03F7/22, G03F7/36"
PAT633,2022,G03F7/00
PAT634,2021,"G03F7/00, B06B1/06"
PAT635,2021,G03F7/00
PAT636,2020,G03F7/00
PAT637,2021,"G03F7/00, G03F9/00"
PAT638,2023,"G03F7/00, G03F9/00, G06F16/26"
PAT639,2021,G03F7/00
PAT640,2023,"H01L21/67, G03F7/00, H01L21/683"
PAT641,2022,"G03F7/20, G02B5/08, G03F7/00, G21K1/06"
PAT642,2021,"G03F7/20, G03F7/00"
PAT643,2023,"G03F7/00, G03F1/82"
PAT644,2021,"G03F7/00, G03F9/00"
PAT645,2023,"G06F30/30, G03F7/00, G06F30/398, G06N3/045"
PAT646,2020,H01L21/66
PAT647,2019,"B41N1/14, B41C1/10, B41M1/06, G03F7/00, G03F7/033, G03F7/038, G03F7/11"
PAT648,2022,"G03F1/24, C23C14/06"
PAT649,2019,"G03F7/20, G06F30/398, H01L21/66"
PAT650,2022,"H01S5/026, H01S5/06, H01S5/40, G03F7/20, G05D23/20"
PAT651,2022,"G03F7/20, G03F7/16"
PAT652,2021,"G03F1/38, G03F7/20, H01L21/768, H01L23/544, H05K1/02"
PAT653,2020,"G03F7/004, G03F7/20, G03F7/26"
PAT654,2022,"G03F7/00, G01B21/24, G03F7/20"
PAT655,2018,"H01L21/027, H10D48/01, H10D62/10, H10D62/80, H10D62/83, H10D64/01, H10D64/62"
PAT656,2018,"H01L21/027, H10D48/01, H10D62/10, H10D62/80, H10D62/83, H10D64/01, H10D64/62"
PAT657,2016,"G03F7/20, G01B9/02, G01B9/02015, G01B9/02018"
PAT658,2021,G03F7/20
PAT659,2020,G03F7/20
PAT660,2022,"G03F9/00, H01L21/66"
PAT661,2020,"H01L21/768, H01L23/528"
PAT662,2020,"H01L21/033, H01L21/311, H01L21/027, H01L21/02"
PAT663,2020,"G03F7/20, G02B7/02, G02B7/182, G02B7/00, G02B27/64"
PAT664,2020,"G03F7/11, C08G73/18, G03F7/20"
PAT665,2021,"G03F7/20, H01L21/683"
PAT666,2022,"G03F1/62, G03F7/20"
PAT667,2020,"G03F7/20, H01L21/027"
PAT668,2019,"G03F7/20, G03F1/62, H01L21/027"
PAT669,2022,"C09J163/00, B08B3/04, B08B3/08, G03F1/22, G03F1/82"
PAT670,2023,"G03F7/20, G02B21/00, G02B21/36, G03F7/00"
PAT671,2022,"G03F1/36, G03F1/70, G03F7/00"
PAT672,2022,"G03F1/62, G03F1/22, G03F7/00"
PAT673,2021,"G03F7/20, G01B11/27, G02B7/182, H01S3/086"
PAT674,2021,"G03F7/00, B29C64/153, B29C64/245, B29C64/268, B33Y10/00, B33Y30/00, G02B1/00, G02B6/10"
PAT675,2022,"G03F7/00, G03F7/20, H05G2/00"
PAT676,2021,"G03F7/00, G03F9/00"
PAT677,2021,"G03F7/36, G03F7/004, G03F7/16, G03F7/20, G03F7/38, G03F7/40, H01L21/67"
PAT678,2022,"G01N21/88, G01N21/33, G01N21/55, G01N21/59, G01N21/71, G01N21/84, G01N21/956, G03F1/62, G03F1/84"
PAT679,2020,"G02B5/08, B05D1/00, C03C17/25, C03C17/30, C03C17/38, G02B5/10, G03F7/20, G21K1/06"
PAT680,2019,"H01L23/467, G03F7/20, H01L21/683"
PAT681,2020,"G03F1/44, G01J1/42, G03F7/20"
PAT682,2021,"G03F7/20, H01L21/3065, H01L21/54"
PAT683,2021,"C08G77/26, C08L83/08, C09D183/08, G03F7/11, G03F7/20, G03F7/26, H01L21/027"
PAT684,2021,G03F1/66
PAT685,2021,"G03F1/22, G03F7/20"
PAT686,2022,G03F7/20
PAT687,2019,"H01L25/075, H10H20/851"
PAT688,2020,G03F7/20
PAT689,2019,H05G2/00
PAT690,2016,"G03F1/62, G03F1/24, G03F7/20"
PAT691,2021,"B01L3/00, H05K3/06"
PAT692,2021,"B01L3/00, H05K3/06"
PAT693,2022,"G03F1/62, G03F1/22"
PAT694,2020,"G03F7/20, G03F9/00"
PAT695,2019,"G03F1/84, G06N3/02, G03F7/20"
PAT696,2023,"G03F7/20, H01S3/097, H01S3/23"
PAT697,2020,"G02B21/00, G02B21/16, G02B21/24, G02B21/32, G03F1/84"
PAT698,2019,"G03F7/004, C07C381/12, G03F7/20, G03F7/26"
PAT699,2023,"B29C59/02, A61M25/10, B29C33/40, B29C33/42, B29C33/56, B29C37/00, B29C59/06, B29K83/00, G03F7/00"
PAT700,2020,"G02B26/08, G02B7/18, G03F7/00"
PAT701,2022,"H05G2/00, G02B5/08, G02B5/09, G02B19/00, G03F7/00"
PAT702,2022,"G03F7/16, C23C14/08, C23C16/40, C23C16/455, G03F7/004, G03F7/20, G03F7/30, G03F7/32, G03F7/38, G03F7/40"
PAT703,2022,"G03F7/00, G02B5/08, G02B7/182, G02B26/08, H02N2/06"
PAT704,2021,"G03F7/00, G06F17/12"
PAT705,2020,G03F7/00
PAT706,2021,G03F7/00
PAT707,2022,"H01J37/28, G03F7/00, H01J37/22, H01J37/26"
PAT708,2023,"G03F7/004, G03F7/16, G03F7/36, G03F7/38, H01L21/67"
PAT709,2020,"G03F7/20, H01L21/683"
PAT710,2021,"G03F7/20, H01L21/68, H01L21/683, H01L21/027"
PAT711,2022,H01L21/66
PAT712,2020,"G03F7/20, H01L21/027"
PAT713,2021,"G03F7/11, C08G59/18, C08G59/40, G03F7/20, G03F7/26, H01L21/027, H01L21/311"
PAT714,2019,"G03F1/62, G03F7/20"
PAT715,2020,G03F7/32
PAT716,2020,"G03F7/20, H05G2/00"
PAT717,2020,G03F7/20
PAT718,2023,"G03F7/004, G03F7/20, G03F7/32"
PAT719,2021,"G03F7/20, F16F9/54, G02B7/182"
PAT720,2021,"G02B1/02, G02B1/14, G02B27/00, G03F7/20"
PAT721,2021,"G03F1/22, G03F7/20"
PAT722,2022,"H02P7/00, B23Q5/28, G03F7/20, H01L21/027"
PAT723,2023,"G03F1/72, G01B11/24, G01M11/00, G03F1/84"
PAT724,2023,G03F1/22
PAT725,2023,G03F1/24
PAT726,2023,"G03F7/20, H01L21/027"
PAT727,2021,"H01L23/544, H01L21/3213, H10B12/00"
PAT728,2020,"B41C1/10, B41M1/06, B41N1/08, B41N1/14, B41N3/03, G03F7/00, G03F7/004, G03F7/027, G03F7/028, G03F7/029, G03F7/033, G03F7/09, G03F7/11"
PAT729,2020,"C25D1/00, B81C1/00, G03F7/20, G04B13/02"
PAT730,2020,"G03F7/20, H01L21/027"
PAT731,2020,"G02B1/02, G01N21/88, G01N21/95, G02B1/113, G02B3/00, G02B5/08, G02B5/30, G02B27/10, G03F7/20"
PAT732,2020,G03F7/20
PAT733,2021,G03F7/20
PAT734,2021,"C03C15/00, C03C17/32, G03F1/24, G03F1/60, G03F7/20"
PAT735,2019,"G03F7/20, G02B7/198"
PAT736,2021,"B41N1/14, G03F7/00"
PAT737,2021,"G01B9/02018, G01B9/02001, G01B9/02056, G02B3/00, G02B26/00, G03F7/00"
PAT738,2021,"G01B9/02055, G01B9/02001, G01B9/02003, G01B9/02004, G01B9/02015, G01B9/02056, G03F7/00"
PAT739,2019,"G02B5/02, B82Y40/00, G03F7/00"
PAT740,2022,"G03F7/00, G01N21/95, G01N21/956, G06T7/00"
PAT741,2023,"H05G2/00, G03F7/00"
PAT742,2023,"G03F7/20, G01N21/84, G01N21/956, H05G2/00"
PAT743,2023,"G03F7/20, G01N21/84, G01N21/956, H05G2/00"
PAT744,2021,G03F7/20
PAT745,2019,"H01L21/3065, H01L21/027, H01L21/311, G03F7/20, G03F1/80"
PAT746,2020,"G03F7/36, G03F7/40, G03F7/16, G03F7/004, H01L21/027"
PAT747,2021,"B41C1/10, G03F7/09"
PAT748,2021,"G03F7/004, C09K3/00, G03F7/039, C07C391/02"
PAT749,2017,"B08B7/00, G01Q60/42, G01Q70/12, G01Q80/00, G03F1/82, H01L21/02"
PAT750,2016,"G02B19/00, G02B27/00, G03F7/20, H05G2/00"
PAT751,2021,H05G2/00
PAT752,2019,"G03F1/62, G03F7/20"
PAT753,2021,H05G2/00
PAT754,2021,"G03F1/38, G03F7/20, H01L21/768, H01L23/544, H05K1/02"
PAT755,2015,G03F7/20
PAT756,2015,G03F7/20
PAT757,2023,"H01L21/306, H10B12/00, H10B41/27, H10B41/50, H10B43/27, H10B43/50"
PAT758,2020,H01L21/027
PAT759,2019,G03F1/48
PAT760,2018,"G03F7/20, H01L21/687"
PAT761,2020,G03F7/20
PAT762,2023,"C09K11/06, H10K50/10, H10K85/30, C07F7/22, G03F7/004"
PAT763,2023,"H01J37/22, H01J37/28, H01J37/317, H01L21/66"
PAT764,2018,"H01L21/768, H01L21/288, H01L21/56, H01L23/00"
PAT765,2020,"G03F7/20, G02B1/10, G02B5/08, H10N30/06"
PAT766,2020,G03F1/70
PAT767,2020,"G03F1/20, H01L23/42"
PAT768,2020,"G03F7/20, G02B26/08, H05G2/00"
PAT769,2020,"H05G2/00, G03F7/20"
PAT770,2021,"H01L21/68, G03F7/20"
PAT771,2021,"H01L21/027, H01L21/033, H01L21/311"
PAT772,2021,"H01L21/027, G03F1/62"
PAT773,2021,"B01F23/10, H01L21/67"
PAT774,2021,"G03F1/72, C23C16/40, G03F1/74, G03F1/80, H01J37/317"
PAT775,2021,"G03F1/68, G06N20/00, H01L21/66"
PAT776,2016,"G03F7/20, G01B11/00"
PAT777,2022,G03F1/24
PAT778,2023,G03F1/24
PAT779,2023,"G03F1/62, G03F1/24, G03F1/64"
PAT780,2023,"G03F1/36, G03F7/00"
PAT781,2019,"C23C16/40, G03F7/20, H01L21/3065, H01L21/31"
PAT782,2021,"G03F7/20, H05K3/00"
PAT783,2022,"G02B21/00, G01N21/88, G01N21/956, G02B17/08, G02B21/16, G03F1/22, G03F1/84"
PAT784,2021,"G03F7/004, C07C321/28, G03F7/039, G03F7/20, G03F7/32"
PAT785,2020,G03F7/20
PAT786,2020,"G02F1/365, G02F1/35, G03F7/20"
PAT787,2022,G03F7/20
PAT788,2016,"G03F7/20, G03F7/00, H01L21/027, H01L21/66"
PAT789,2019,"G01B9/02, G01J9/02, G03F7/20"
PAT790,2023,"G03F7/11, G03F7/16"
PAT791,2023,G03F1/24
PAT792,2022,G03F1/62
PAT793,2021,"G03F7/004, C09B25/00, C09B29/20, C09B57/00, C09B57/04, C09B67/20, C09B67/46, G02B5/20, G03F7/00, G03F7/031, G03F7/105"
PAT794,2018,"G03F7/20, H01L21/67, H01L21/677, H01L21/683, H01L21/687"
PAT795,2019,H05G2/00
PAT796,2020,"G03F7/20, H01L21/66"
PAT797,2020,"F16F1/02, F16F1/13, G03F7/20"
PAT798,2017,"G03F1/24, G02B5/08, G02B7/18, G03F7/20"
PAT799,2021,"G03F7/11, G03F7/095, H01L21/033, H01L21/311, H01L21/3213"
PAT800,2018,"G03F1/42, G03F1/22, G03F1/52, G03F7/20, G03F9/00"
PAT801,2021,G03F1/24
PAT802,2022,G03F7/20
PAT803,2020,G03F7/20
PAT804,2023,"H10D84/03, H01L23/538, H10D84/83, H10D64/27"
PAT805,2016,"G03F1/24, G03F1/32, G03F1/66, G03F7/20"
PAT806,2020,"G03F7/004, G03F7/038, G03F7/039, G03F7/20"
PAT807,2023,"G03F7/20, H05G2/00"
PAT808,2020,"H10B12/00, G03F7/20, H01L21/027, H01L21/033, H01L21/311, H01L21/768"
PAT809,2023,"C09J129/04, C08K3/36, C08K5/13, C09J11/04, C09J11/06, C09J179/02, G03F1/64"
PAT810,2020,"G02B26/08, B81B3/00, B81B7/00, G03F7/00"
PAT811,2023,"G03F7/00, G01F23/14"
PAT812,2021,"H01L21/033, H01J37/32, H01L21/311"
PAT813,2022,"H01L21/033, H01L21/311, H01L21/3213"
PAT814,2021,"H01L21/027, B29C59/02"
PAT815,2021,G03F9/00
PAT816,2022,"H05G2/00, G03F7/20"
PAT817,2022,G03F7/20
PAT818,2023,G03F7/20
PAT819,2019,"G03F7/004, G03F7/027"
PAT820,2020,"G03F7/20, H01L21/027, H01L21/687"
PAT821,2020,"H01L21/027, H01L21/67, H01L23/544"
PAT822,2021,"H01S3/00, G03F7/20, H01S3/117, H05G2/00"
PAT823,2021,"G03F7/20, G03F1/52, G03F1/82, H05H1/24"
PAT824,2017,"G03F1/24, G03F1/62, G03F7/20"
PAT825,2023,"G03B43/00, G01M11/00, G01N21/95, G03F1/84, H04N23/57"
PAT826,2021,"G03F1/38, G03F7/20, H01L23/485, H01L23/544, H05K1/02"
PAT827,2018,"B29C33/38, B29C33/40, B29C59/02, B81C1/00, B81C99/00, G03F7/00, H01L21/027"
PAT828,2021,H05G2/00
PAT829,2020,"G03F7/20, G02B5/10, G02B5/18"
PAT830,2023,"C04B38/06, C04B35/622, C04B35/645, C04B38/00, G03F1/64"
PAT831,2020,"H01S3/0943, H01S3/0979, H01S3/104, G03F7/20"
PAT832,2021,"H01L21/67, G03F7/004, G03F7/11, G03F7/16, G03F7/36"
PAT833,2020,"G03F7/11, C08G77/14, C08G77/20, C08G77/54, C09D183/06, G03F7/075, H01L21/02, H01L21/033"
PAT834,2022,"G03F7/004, G03F7/038, G03F7/039, G03F7/20, G03F7/32"
PAT835,2017,"F27B17/02, C22B9/04, C22B25/08, H05G2/00"
PAT836,2023,G03F1/24
PAT837,2023,"G03F1/64, G03F7/00"
PAT838,2023,"G03F7/20, C08K3/22, G03F7/00"
PAT839,2020,"G03F7/20, G03F7/00, H01S3/00, H01S3/036"
PAT840,2021,"G03F9/00, G01C5/00, G06T7/246"
PAT841,2022,"G01N21/95, G06T7/00, H01L21/66"
PAT842,2023,"H01L29/76, H01L27/088, H01L29/06, H01L29/10, H01L29/78, H01L29/94"
PAT843,2022,"H01L21/02, H01L21/04, H10D12/01, H10D30/66, H10D62/13, H10D62/17, H10D62/80, H10D62/83, H10D62/832, H10D62/85"
PAT844,2020,"H01L21/683, G03F7/20"
PAT845,2021,"C08F120/16, B82Y30/00, C08F8/00, H01L21/027"
PAT846,2021,"G03F1/24, G03F1/48, G03F1/54, G03F1/80"
PAT847,2020,G03F7/20
PAT848,2023,"H01L21/308, H01L21/425"
